fuel_id,vehicle_id,date,liters,cost_per_liter,total_cost
10942,154,2025-03-11,74.78,11949.09,920447.48
10943,200,2023-12-28,125.46,10620.75,611602.64
10944,64,2025-05-29,100.15,11097.88,1429848.3
10945,42,2025-01-28,196.86,11111.71,1531445.29
10946,34,2024-12-22,197.29,10060.85,503258.07
10947,81,2023-12-06,172.6,10280.05,1894988.96
10948,137,2025-01-18,47.7,11957.66,461573.92
10949,198,2025-07-11,114.63,11613.31,979523.04
10950,169,2024-12-06,136.58,10819.49,1110126.78
10951,90,2024-05-28,130.92,9985.51,1445557.56
10952,117,2024-09-01,155.08,10981.86,482594.83
10953,183,2025-06-24,104.59,9023.09,1944793.07
10954,133,2025-10-23,71.15,10880.52,1213361.85
10955,4,2025-06-30,94.05,10059.06,1850955.28
10956,185,2024-01-22,57.12,11827.19,570170.53
10957,157,2024-08-11,113.13,10370.79,1292473.92
10958,169,2025-06-07,87.4,8983.11,270246.28
10959,170,2024-09-27,144.24,10848.18,1906191.25
10960,78,2025-04-02,113.12,8189.51,1409365.04
10961,103,2024-11-24,163.62,10571.02,596024.82
10962,191,2025-07-09,175.74,10410.57,1699835.71
10963,159,2024-11-18,178.68,10366.14,1725847.06
10964,138,2024-12-11,131.72,9688.85,1033074.71
10965,51,2025-08-08,112.84,10756.87,1598314.81
10966,98,2024-06-21,163.53,11104.88,1683544.4
10967,80,2025-03-28,186.49,8317.14,797388.77
10968,120,2024-06-27,179.08,10438.78,1576816.25
10969,60,2025-11-07,79.7,10235.34,1581325.4
10970,105,2023-12-03,155.82,8298.48,1955808.02
10971,150,2025-01-12,151.56,11253.29,1982777.65
10972,33,2023-12-13,42.62,9422.57,236510.67
10973,45,2024-01-10,52.65,8786.02,687812.94
10974,10,2025-05-09,181.3,11167.19,1870022.4
10975,24,2025-08-24,144.07,11818.52,1592757.76
10976,166,2024-12-22,104.52,10797.6,1500341.83
10977,122,2024-03-17,186.59,11604.49,1803991.58
10978,36,2024-07-10,96.85,11543.88,685109.96
10979,62,2024-07-03,195.01,11144.91,999391.53
10980,165,2024-02-28,28.46,8410.76,1584403.8
10981,29,2024-03-02,22.86,8609.4,1362447.15
10982,98,2025-01-31,127.79,11231.09,321158.86
10983,90,2024-12-31,46.34,10828.19,610731.01
10984,125,2025-04-27,24.94,9666.47,1473632.17
10985,200,2023-12-25,80.76,10450.71,329950.31
10986,179,2024-06-04,101.86,10474.63,1913179.46
10987,54,2025-05-09,124.39,9501.85,1189276.51
10988,140,2025-10-24,151.29,9061.35,332349.93
10989,182,2023-12-12,188.85,9883.32,1852086.59
10990,191,2024-08-21,84.69,11635.17,855154.84
10991,170,2024-03-24,168.83,11580.45,1628342.5
10992,45,2025-04-12,144.35,9029.56,920909.32
10993,193,2025-11-05,77.55,8247.8,1729633.49
10994,3,2024-06-28,64.45,9999.69,1956152.26
10995,124,2024-02-01,45.83,11804.83,555272.84
10996,20,2024-08-24,130.93,10261.24,1347211.43
10997,104,2025-10-05,46.41,8829.97,590990.07
10998,48,2024-12-06,102.2,8705.42,1599439.88
10999,141,2025-06-14,159.38,8438.58,1784034.79
11000,80,2024-06-08,55.84,8766.13,1239196.45
11001,8,2024-03-30,166.05,9809.16,852101.34
11002,180,2025-05-03,21.22,9696.25,1320002.17
11003,111,2024-12-19,164.6,9416.89,1381298.54
11004,132,2025-08-27,25.48,9004.9,930928.97
11005,119,2024-07-26,20.47,8895.71,1475049.35
11006,171,2025-11-07,72.89,9140.46,1144166.65
11007,196,2025-02-05,124.16,8128.28,424626.38
11008,105,2025-07-15,131.38,8031.04,635753.09
11009,59,2024-04-25,50.47,8074.96,579423.71
11010,50,2023-12-20,144.13,8218.46,755462.07
11011,191,2025-04-30,37.51,11087.29,1598615.83
11012,194,2023-12-28,138.95,8179.45,562386.19
11013,128,2024-10-16,129.45,11129.58,300476.71
11014,140,2024-03-16,194.88,9106.76,1220350.65
11015,171,2025-07-27,23.42,11192.53,915994.92
11016,16,2025-03-10,134.47,8923.8,1341746.47
11017,114,2023-12-14,179.07,8500.21,749887.03
11018,112,2024-04-19,174.59,11131.22,797820.54
11019,179,2025-07-24,134.52,8883.93,506026.18
11020,66,2025-06-04,69.73,10563.7,567555.71
11021,65,2024-09-07,195.88,10909.3,698372.5
11022,11,2025-06-01,127.31,8809.63,1768505.57
11023,70,2025-06-15,179.1,9183.84,1852493.49
11024,74,2025-03-04,86.03,9045.38,1802960.07
11025,196,2025-10-04,73.94,9164.76,1674321.48
11026,179,2025-09-29,101.93,8320.58,472672.08
11027,199,2025-05-02,49.07,11651.22,628353.37
11028,51,2024-04-25,49.4,8041.78,663439.35
11029,2,2023-11-11,149.75,8521.57,1091998.07
11030,120,2025-02-09,185.29,11323.61,723871.04
11031,166,2024-12-25,20.43,9851.28,898594.09
11032,18,2024-03-21,63.33,9222.66,1509642.24
11033,171,2025-06-10,131.78,9107.38,533363.63
11034,134,2024-05-12,169.98,9767.09,722699.75
11035,63,2025-02-28,160.34,11024.61,1711848.16
11036,50,2025-05-01,80.26,8208.07,1023668.84
11037,31,2025-09-29,101.8,10802.93,1222315.65
11038,73,2025-06-18,115.4,10550.98,1529489.59
11039,190,2024-06-25,73.73,8484.91,1813732.21
11040,31,2024-06-29,165.72,10836.19,546750.87
11041,199,2025-01-08,117.14,8953.2,1013439.85
11042,54,2023-11-25,89.65,8683.19,1079460
11043,119,2025-09-19,180.38,9179.18,299064.2
11044,52,2024-12-01,158.14,10458.38,988983.72
11045,16,2023-12-25,149.81,9761.17,810806.66
11046,18,2025-07-11,51.73,10667.57,694930.44
11047,12,2024-03-23,79.67,10756.27,1215322.92
11048,46,2024-07-24,140.55,10711.82,1027867.31
11049,121,2024-10-04,34.51,9020.51,1260073.78
11050,37,2025-01-11,137.52,8806.7,877350.74
11051,186,2025-03-29,76.95,9651.93,1450321.53
11052,157,2025-07-14,36.6,11353.02,1727505.11
11053,18,2025-01-09,77.13,9650.93,249487.68
11054,155,2023-12-18,66.41,10199.46,1158092.51
11055,119,2023-12-23,48.95,11481.02,1449252.83
11056,155,2024-09-17,108.66,11322.27,684583.41
11057,125,2025-09-29,68.63,9061.07,1653648.77
11058,172,2024-07-04,24.03,11409.03,1167562.18
11059,2,2025-01-14,81.67,11719.25,1827041.05
11060,195,2024-01-04,177.17,10427.48,1560827.45
11061,72,2025-07-07,151.41,10206.76,1679782.16
11062,199,2024-06-18,127.55,11870.72,1219644.76
11063,127,2025-08-02,54.19,10644.39,733002.63
11064,145,2025-04-01,134.77,8423.67,1442595.4
11065,199,2025-06-11,131.95,8809.72,1521981.12
11066,157,2024-07-29,105.3,9696.66,1755772.78
11067,123,2024-09-15,154.83,8192.97,1196439.83
11068,54,2024-05-12,116.57,11582.66,915307.49
11069,50,2024-02-20,146.27,11516.53,285818.94
11070,97,2025-10-16,177.78,8520.18,684144.26
11071,141,2025-01-02,102.64,9176.38,1016999.01
11072,70,2024-11-18,62.69,8806.22,1531542.65
11073,198,2024-08-20,144.36,10713.12,852215.95
11074,159,2025-05-19,38.23,9649.79,1958422.58
11075,185,2024-09-05,143.37,9669.81,480868.05
11076,176,2025-02-08,127.53,8361.28,1729380.37
11077,92,2024-08-11,90.24,10185.02,988856.86
11078,8,2024-12-22,59.98,9834.23,1038079.59
11079,14,2025-07-31,95.51,10247.23,226796.61
11080,118,2025-06-05,194.18,8930.83,317426.49
11081,194,2025-01-19,108.8,9789.33,1879237.14
11082,61,2024-02-16,126.4,8970.09,1580817.95
11083,114,2024-03-17,47.9,10737.51,1719473.64
11084,111,2024-07-19,127.16,9421.7,947683.91
11085,56,2024-10-06,56.59,8513.84,1793103.71
11086,102,2025-08-26,132.86,8669.32,1736495.8
11087,68,2023-11-24,132.3,8495.49,941709.39
11088,144,2025-04-03,65.47,11403,1685256.33
11089,12,2024-08-25,166.58,11326.12,431151.8
11090,62,2025-09-14,31.64,10907.42,635451.11
11091,44,2025-05-31,112.14,8270.53,1167525.72
11092,9,2024-02-11,136.77,11010.57,1066956.83
11093,112,2024-08-08,110.06,8938.32,1484950.92
11094,82,2025-01-19,47.14,10784.75,958704.19
11095,158,2024-08-29,193.78,9332.35,939963.46
11096,67,2024-08-02,157.64,11877.43,1124488.91
11097,86,2024-08-19,67.49,8333.84,1266844.89
11098,106,2024-06-03,108.48,8056.19,1041280.43
11099,78,2024-06-08,24.01,9427.13,764631.16
11100,64,2025-10-06,169,8052.5,277212.09
11101,12,2024-10-29,186.8,11533.42,694216.11
11102,125,2024-05-06,23.37,9451.47,1487221
11103,8,2024-06-10,40.19,11045.09,936246.27
11104,147,2024-04-11,172.4,10950.08,634966.21
11105,50,2025-10-31,77.39,8138.7,1596114.28
11106,22,2024-11-19,30.06,10164.67,526755.6
11107,46,2024-08-07,175.61,8809.35,425150.69
11108,177,2024-04-02,110.97,9347.96,1674197.44
11109,46,2025-10-01,120.99,9303.43,960364.16
11110,46,2025-01-19,79.07,9199.18,1891502.43
11111,148,2024-05-24,87.41,11343.48,1240193.3
11112,92,2024-10-03,89,11067.45,216018.78
11113,94,2024-05-29,48.42,11417.27,1498910.1
11114,146,2024-03-26,163.73,9332.26,912049.65
11115,128,2025-03-16,157.37,10960.02,1880193.93
11116,148,2024-07-09,102.73,9669.96,1097214.79
11117,113,2024-03-27,20.22,8277.66,1205618.31
11118,139,2024-07-16,61.01,10889.74,1007918.96
11119,40,2024-12-13,123.86,8787.13,1989390.59
11120,195,2024-04-22,100.98,8109.64,1626492.79
11121,74,2024-11-21,141.2,11642.67,1698331.03
11122,123,2024-11-11,138.61,10322.51,1930080.81
11123,160,2024-01-27,195.39,10048.25,320151.74
11124,37,2024-06-18,146.58,11458.98,788021.56
11125,16,2024-05-30,154.89,8475.15,511775.61
11126,191,2025-01-07,139.27,9317.76,605319.39
11127,178,2025-10-24,197.03,10760,1747023.83
11128,60,2025-10-08,74.5,11649.43,1786229.77
11129,8,2023-12-01,33.2,10600.54,758464.09
11130,200,2024-01-21,139.39,9700.02,1472885.32
11131,9,2024-10-02,87.38,11279.46,1245455.5
11132,110,2025-06-27,120.19,11311.07,663490.82
11133,41,2024-03-23,95.85,10738.78,1780378.87
11134,43,2024-07-26,59.95,8120.85,1952433.46
11135,91,2025-06-11,30.39,10488.51,1350757.19
11136,17,2025-10-02,78.89,11218.46,1363731.63
11137,178,2024-10-10,82.13,9321.48,1901765.31
11138,84,2025-02-16,140.45,10690.22,1470520.86
11139,41,2024-11-06,72.02,11457.63,1339736.19
11140,102,2025-10-31,48.26,10417.97,1135989.65
11141,196,2025-09-05,175.19,11026.84,1230716.91
11142,69,2024-05-22,111.79,8728.68,599368.36
11143,42,2023-12-28,30.75,11844.6,1357799.84
11144,106,2023-12-21,145.27,11536.09,1534341.94
11145,68,2025-04-18,72.82,8570.08,509348.27
11146,160,2024-04-24,153.87,10843.54,1213809.15
11147,61,2024-08-17,55.88,10801.97,1710936.64
11148,131,2025-10-26,196.93,11309.46,1142638.21
11149,59,2025-06-24,154.24,8390.7,1993312.88
11150,162,2024-01-13,32.75,11393.92,802055.73
11151,91,2025-05-11,130.68,10391.27,1904747.39
11152,156,2024-01-18,22.18,8476.39,1943586
11153,53,2025-08-02,167.33,11868.36,1633614.66
11154,120,2024-07-14,152.26,10981.46,1746557.73
11155,52,2024-09-25,182.92,9398.72,1097498.91
11156,70,2025-08-13,27.6,10269.97,1580775.58
11157,94,2024-02-08,32.97,8286.24,1720175.17
11158,90,2024-02-08,127.25,9906.67,925535.91
11159,3,2024-10-25,190.66,10845.55,836802.38
11160,7,2025-03-06,97.57,10973.98,1628577.03
11161,140,2023-12-28,86.03,10089.34,466186.25
11162,162,2025-04-20,91.07,8708.52,1126596.34
11163,166,2025-04-29,84.33,11174.29,1126261.49
11164,128,2024-12-21,141.5,10075.6,1890224.38
11165,118,2025-06-11,171.45,8522.74,988314.08
11166,61,2023-12-07,102.84,11248.38,586847.61
11167,87,2023-12-27,142.44,8148.89,1445443.56
11168,182,2023-12-21,94.47,9578.29,1664952.06
11169,53,2024-03-16,132.78,8605.44,1956997.53
11170,87,2023-11-17,75.62,10341.37,1887913.41
11171,160,2025-11-01,125.17,10587.46,1889034.62
11172,147,2024-09-23,114.31,9349.86,1860387.54
11173,21,2025-01-25,102.07,10371.18,1430152.12
11174,172,2025-04-26,185.35,8560.55,1259929.46
11175,139,2024-12-28,121.23,10643.48,740189.62
11176,15,2025-03-28,187.82,11271.81,791213.11
11177,5,2025-04-15,152.96,9254.31,1447903.15
11178,130,2024-07-05,33.44,8340.99,1115514.03
11179,153,2025-04-13,163.65,8953.94,1403206.73
11180,41,2024-05-24,186.43,11709.14,1377176.97
11181,92,2024-01-22,25.39,10468.9,1113434.28
11182,55,2025-06-26,99.48,10019.42,1994196.87
11183,163,2024-09-08,199.22,11442.57,1626896.35
11184,151,2024-11-20,82.92,9124.69,882138.15
11185,12,2023-12-13,30.48,9130.49,1966654.8
11186,195,2025-03-18,50.55,9605.31,1545968.11
11187,2,2025-01-12,39.01,11393.69,1933924.11
11188,88,2024-08-19,189.53,11207.6,1083002.28
11189,175,2024-09-27,71.72,11221.48,1693888.65
11190,76,2024-02-29,173.67,8276.6,909022.13
11191,70,2024-03-17,164.33,8326.38,1564768.97
11192,131,2024-07-22,120.09,9251.35,735253.88
11193,187,2024-06-19,72.06,10652.64,723845.43
11194,162,2024-01-02,82.84,11777.13,1998848.72
11195,98,2024-05-14,126.74,8852.72,771465.43
11196,14,2025-06-14,146.58,8242.34,1859946.82
11197,134,2024-07-16,185.43,10823.6,675076.17
11198,172,2024-12-31,132.14,8408.59,1689927.95
11199,150,2024-01-05,118.27,9710.75,1361187.52
11200,24,2025-05-08,156.17,8060.74,1274031.15
11201,114,2025-06-30,104.39,10914.68,1070517.47
11202,77,2025-05-10,32.04,9791.58,599234.98
11203,165,2024-02-10,61.88,11785.17,1238514
11204,21,2023-12-23,48.39,11161.35,1849522.4
11205,36,2025-04-02,40.67,9692.49,624861.47
11206,148,2025-09-19,38.63,9336.36,1961063.73
11207,188,2025-04-30,72.66,11987.43,1045175.57
11208,58,2024-12-14,88.43,11967.32,1977490.03
11209,81,2024-03-09,198.32,11922.34,613413.81
11210,19,2025-04-11,48.79,9052.75,1170218.69
11211,46,2024-01-23,100.11,11271.09,931788.47
11212,179,2025-06-02,165.36,8766.06,1768498.88
11213,89,2024-12-13,157.53,9803.75,680330.47
11214,159,2025-04-07,169.96,10683.57,899737.69
11215,8,2025-10-20,32.94,10320.88,926386.58
11216,35,2024-03-26,195.5,11678.51,650986.42
11217,168,2025-08-09,155.49,10611.15,1031583.42
11218,31,2024-12-25,99.06,9418.65,1830894.35
11219,84,2024-02-22,91.17,8802.23,1494697.26
11220,112,2023-12-31,120.3,10110.08,914153.54
11221,193,2023-12-09,184.1,8978.94,1066993.44
11222,8,2024-10-22,67.28,10952.48,1152571.15
11223,169,2024-09-08,84.27,11496.9,1180480.7
11224,39,2024-09-04,135.4,10336.53,644094.12
11225,51,2025-10-25,118.17,9226.36,1347093.6
11226,180,2024-01-09,34.49,9630.11,1283704.93
11227,54,2024-08-13,23.75,9373.36,1190894.79
11228,146,2025-09-04,32.66,9093.58,248619.02
11229,193,2024-07-01,50.33,10870.14,671014.08
11230,191,2025-10-22,131.87,9825.07,936670.74
11231,109,2024-09-20,90.82,8011.24,658842.23
11232,12,2024-01-18,79.79,10410.69,521034.42
11233,46,2025-08-06,176.92,9757.52,315009.76
11234,128,2024-02-03,142.27,11356.48,1673379.12
11235,110,2024-07-23,53.48,11483.95,492767.38
11236,20,2024-12-29,159.17,11138.01,239336.28
11237,160,2023-12-06,175.82,11170.01,1805920.06
11238,116,2024-07-21,173.34,10753.95,1912154.78
11239,181,2025-03-16,96.04,9210.61,1322361.95
11240,105,2025-08-15,107,8983.07,1512439.43
11241,36,2025-05-07,125.5,11482.15,1076255.92
11242,105,2024-01-13,197.34,11570.2,490024.7
11243,153,2024-06-10,116.54,8372.67,859070.99
11244,130,2024-05-28,73.52,9581.76,437285.02
11245,198,2025-04-19,160.75,8814.58,964915.87
11246,20,2024-11-05,143.79,9334.22,1909012.14
11247,128,2025-05-30,65.28,11468.93,348709.8
11248,151,2025-07-11,77.05,11231.56,573391.13
11249,117,2024-12-03,32.55,11721.8,944298.69
11250,109,2023-12-14,26.89,9954.52,1418051.81
11251,193,2024-06-22,74.2,10315.46,1597622.45
11252,81,2024-06-08,54.12,11313.62,1124082.83
11253,109,2024-01-14,133.31,10047.34,516666.84
11254,3,2025-08-06,152.2,9070.34,1692366.62
11255,156,2024-04-08,183.38,8926.22,1697828.29
11256,33,2024-11-27,66.69,8253.86,1488453.03
11257,107,2024-10-29,23.93,8922.64,277612.22
11258,163,2024-05-12,95.97,9048.24,873663.02
11259,57,2024-11-30,85.24,8662.77,908318.63
11260,34,2024-01-30,179.67,9045.24,1045721.37
11261,122,2024-12-07,184.41,10011.98,1861330.96
11262,134,2025-02-14,111.52,11187.88,1957204.76
11263,53,2024-10-23,98.95,8691.68,1498307.81
11264,56,2024-07-09,129.79,11781.4,1751633.95
11265,142,2024-02-24,75.63,11510.13,238704.37
11266,22,2023-12-15,189.67,8283.09,1867603.97
11267,161,2024-07-20,39.54,10909.05,1075376.94
11268,2,2025-09-03,168.49,8451.84,1340637.9
11269,92,2025-09-22,175.51,9783.51,1994686.93
11270,98,2024-04-20,91.62,8157.46,1839713.12
11271,152,2024-01-23,108.04,9518.94,1091594.83
11272,129,2024-03-14,105.8,10563.66,1152391.89
11273,82,2024-07-03,94.52,11348.77,1210418.16
11274,154,2024-01-30,37.37,11612.67,1304257.2
11275,72,2025-06-22,47.98,10473.62,845028.02
11276,62,2025-07-25,112.89,11015.42,1132295.08
11277,185,2024-05-18,30.98,8972.91,1915989.26
11278,2,2024-06-26,110.81,10201.07,1122254.74
11279,170,2025-06-17,101.48,11282.43,1935435.47
11280,118,2024-09-16,176.14,9107.86,875213.63
11281,60,2024-01-01,186.9,10190.73,1958497.5
11282,135,2024-09-20,197.87,11056.25,1544842.66
11283,51,2023-12-15,115.55,10194.54,1309694.67
11284,38,2025-01-18,88.89,9344.91,1695999.08
11285,33,2025-10-02,180.02,10358.55,561361.35
11286,95,2024-09-10,102.03,11409.72,992557.18
11287,19,2025-06-09,105.37,8646.73,1356488.23
11288,115,2024-09-15,109.7,9410.29,540911.19
11289,194,2024-04-11,112.21,10999.29,436761.1
11290,112,2025-01-21,168.62,9021.14,837506.53
11291,118,2025-07-25,48.93,8721.52,1334594.75
11292,76,2024-05-09,111.85,8539.71,1093443.25
11293,96,2024-03-18,119.23,11081.87,1458057.79
11294,148,2024-04-16,189.03,8496.96,890220.64
11295,46,2024-09-03,45.77,10325.57,527794.3
11296,175,2025-03-08,53.58,9739.86,584050.55
11297,126,2025-04-01,79.21,11853.04,1648885.12
11298,119,2024-06-04,125.89,10576.9,520607.05
11299,127,2024-11-18,119.98,10815.15,1726335.04
11300,157,2025-07-22,51.39,11460.59,708621.01
11301,42,2024-04-12,42.53,8849.92,586582.14
11302,200,2025-03-12,182.88,11928.12,1783551.32
11303,64,2025-02-20,136.69,10598.98,740406.88
11304,165,2024-11-09,43.77,11919.43,1692481.13
11305,44,2024-01-25,192.06,9488.59,1983927.1
11306,184,2024-01-09,74.44,8231.36,501346.96
11307,37,2024-12-31,61.04,11991.81,637462.53
11308,62,2025-01-12,157.23,10247.08,1325398.8
11309,75,2024-01-02,155.2,11178.25,1636924.73
11310,106,2024-10-07,73.91,8959.91,1356165.53
11311,200,2024-06-10,142.87,9046.06,676974.27
11312,151,2024-04-08,195.56,10064.81,388990.5
11313,91,2025-06-27,199.39,10306.86,568604.29
11314,83,2025-04-26,107.84,10655.07,345581.1
11315,77,2024-04-20,139.55,9591.15,617504.16
11316,119,2024-10-16,27.7,10236.17,1020562.02
11317,54,2025-08-10,97.12,10707.07,1202402.46
11318,143,2025-02-22,72.39,10586.54,293176.5
11319,88,2024-11-26,80.89,9491.81,951828.28
11320,105,2025-06-12,171.52,11785.2,331129.27
11321,126,2025-02-01,125.78,10156.96,1837455.57
11322,197,2025-02-05,198.27,9422.4,1787629.11
11323,111,2025-04-01,57.68,11609.71,922683.22
11324,182,2024-11-30,110.46,11692.27,798603.72
11325,62,2025-04-16,124.14,10400.54,1134606.08
11326,182,2024-09-23,196.24,8935.9,1599372.77
11327,112,2024-10-25,194.97,9941.3,937336.79
11328,113,2024-04-12,188.79,10842.22,1728013.92
11329,187,2024-08-07,111.41,10095.17,1980546.01
11330,53,2023-12-05,183.53,8620.39,401103.09
11331,81,2025-06-21,117.11,10022.93,1285896.86
11332,91,2025-10-06,152.62,10225.9,561223.68
11333,140,2024-03-31,148.95,8781.27,1316808.04
11334,71,2025-07-12,108.14,8615.06,228963.58
11335,185,2025-04-18,149.5,10575.16,955123.63
11336,67,2024-09-02,185.21,10036.66,407900.63
11337,183,2025-04-12,187.79,9939.22,764363.86
11338,192,2025-03-01,59.21,11296.21,1846048.51
11339,171,2024-01-07,64.27,9083.31,277791.36
11340,78,2025-04-09,55.78,10589.92,1295094.35
11341,11,2024-02-13,134.2,11010.48,1708850.51
11342,200,2024-11-06,193.36,8159.84,1110154.2
11343,129,2024-08-30,61.45,10423.75,1193549.79
11344,10,2025-06-24,21.82,11849.44,1269870.52
11345,94,2025-08-04,165.22,11197.77,1928867.66
11346,165,2025-07-09,189.73,10701.59,266327.17
11347,145,2024-10-23,78.26,11376.27,1555596.76
11348,65,2025-01-31,140.99,9856.62,904661.75
11349,137,2025-10-20,163.61,10132.21,386685.27
11350,177,2024-12-26,49.27,10820.23,1344088.5
11351,148,2025-03-24,126.35,10716.94,1598833.15
11352,42,2025-05-21,178.36,8858.62,1781179.91
11353,166,2025-09-09,43.62,9422.46,898636.09
11354,30,2024-01-26,24.52,8805.13,958790.12
11355,90,2024-11-10,93.51,9666.57,554320.52
11356,154,2025-07-28,71.09,8297.87,1661959.94
11357,161,2024-12-11,137.08,10197.68,1997754.95
11358,162,2024-02-26,21.46,11805.59,801550
11359,112,2025-06-14,161.98,10173.69,584595.47
11360,126,2025-06-11,135.81,11008.08,1708824.77
11361,146,2025-11-04,81.6,11877.49,1814187.45
11362,6,2025-01-17,38.75,10886.51,595299.13
11363,72,2024-03-23,70.52,8272.59,1247352.78
11364,74,2024-03-02,38.17,11924.25,1299073.78
11365,133,2025-09-07,178.29,10982.44,1923503.52
11366,85,2024-02-11,46.34,9938.32,444443.76
11367,195,2024-04-29,170.03,11973.06,1143373.75
11368,177,2024-12-16,181,9607.33,1293594.34
11369,37,2025-07-13,68.77,11789.45,1419567.67
11370,139,2024-07-29,163.97,9952.24,1137727.25
11371,84,2024-09-14,100.44,11744.81,1551149.52
11372,171,2025-09-11,159.77,11234.57,1687176.02
11373,184,2025-08-08,197.55,9332.76,1117960.22
11374,119,2025-04-02,135.83,10515.2,931341.48
11375,150,2024-03-16,164.7,8568.53,1356420.8
11376,160,2024-02-27,23.89,8808.37,915685
11377,92,2024-04-12,40.88,8008.07,1606451.29
11378,74,2024-02-01,129.23,10895.64,263494.81
11379,40,2025-08-31,93.12,10184.45,374734.61
11380,67,2025-01-01,128.02,9014.2,1356971.31
11381,184,2024-05-02,156.88,9006.77,1489562.75
11382,39,2023-11-19,114.99,10040.25,336829.25
11383,184,2025-09-05,176.94,10297,1796073.58
11384,127,2025-02-14,77.56,8070.75,1140524.86
11385,74,2024-01-08,45.42,8071.79,1115774.66
11386,40,2024-12-16,68.01,8162.25,315238.98
11387,162,2025-10-02,42.68,8917.69,678056.36
11388,106,2024-01-08,97.52,9428.23,210217.73
11389,127,2024-07-08,33.96,8252.67,932723.83
11390,129,2024-10-15,133.03,9115.6,713644.79
11391,50,2025-10-02,134.5,10528.04,613170.3
11392,6,2024-06-18,52.49,10717.48,1959154.52
11393,67,2025-01-11,87.89,11814.53,866682.68
11394,15,2025-01-13,22.06,8985.35,1998367.21
11395,4,2024-07-08,100.19,11423.29,1823626.06
11396,115,2025-09-04,104.63,9186.45,783946.23
11397,11,2025-07-04,54.84,9253.26,1969380.87
11398,43,2024-01-13,140.52,8299.54,1824558.89
11399,108,2024-10-07,65.82,9400.02,629472.86
11400,136,2025-10-01,37.89,9110.47,314197.61
11401,26,2025-05-08,162.83,8880.56,1181035.3
11402,150,2025-04-18,118.69,8257.51,864987.52
11403,18,2024-11-22,76.84,9634.44,447919.4
11404,102,2024-10-24,153.78,8173.54,1909093.57
11405,27,2025-02-19,162.99,8778.66,1972457.56
11406,14,2025-06-16,78.67,11918.89,1425379.78
11407,108,2024-11-13,172.28,10871.92,835221.72
11408,187,2024-12-14,72.17,11850.81,868114.8
11409,134,2024-06-22,45.49,10802.98,1611209.63
11410,95,2025-08-07,44.84,9141.22,1321235.88
11411,200,2025-09-23,113.04,9472.09,343029.27
11412,34,2024-04-29,88.92,10887.33,637536.56
11413,120,2025-03-08,113.42,8925.71,1308174.18
11414,44,2025-10-03,59.37,10679.22,1033585.01
11415,82,2023-12-10,94.44,9600.79,1399208.18
11416,60,2024-09-10,104.45,10250.33,1718822.69
11417,53,2025-01-29,191.22,8563.56,444163.1
11418,147,2025-02-18,46.22,9136.41,1345336.03
11419,87,2024-09-27,109.77,11448.79,514597.69
11420,138,2024-03-29,24.14,11897.05,1335366.78
11421,98,2025-06-12,45.97,8947.43,1874101.07
11422,2,2025-03-22,39.29,10852.92,1243422.78
11423,200,2025-06-22,33.06,9273.84,351491.65
11424,118,2024-05-12,23.3,9055.01,985899.76
11425,148,2025-04-24,167.34,9131.19,1087079.93
11426,18,2024-01-26,69.93,11756.71,1499189.08
11427,73,2025-03-05,143.39,11295.45,258597.93
11428,108,2024-11-11,34.52,11422.97,1230887.81
11429,79,2024-12-24,105.5,10103.69,610272.69
11430,146,2024-10-16,111.09,9215.39,1383727.94
11431,62,2025-10-05,111.49,9263.28,1648065.14
11432,64,2024-07-10,133.18,10170.66,1607396.53
11433,82,2025-07-21,175.59,11498.4,1287458.37
11434,24,2024-04-27,63.12,11542.15,790047.79
11435,94,2024-12-23,92.43,8392.64,1566780.77
11436,86,2025-06-03,78.85,8694.18,1284085.68
11437,172,2024-05-15,101.83,10650.79,1555581.23
11438,45,2024-11-03,114.16,8270.28,528015.05
11439,27,2024-01-10,100.93,8068.43,925983.79
11440,164,2023-12-04,169.75,11076.84,1189054.99
11441,16,2025-03-07,188.35,9648.42,438127.16
11442,5,2024-06-20,185.96,11390.84,1493153.1
11443,126,2024-08-07,187.83,10603.41,1041986.12
11444,118,2024-06-23,98.65,9420.59,1978153.47
11445,17,2025-02-11,80.33,11248.47,1400272.02
11446,19,2024-08-28,173.62,11436.39,1977352.63
11447,62,2025-04-29,173.57,9787.63,1310771.81
11448,4,2025-02-16,102.13,11400.39,399131.33
11449,21,2025-01-01,78.42,8096.97,433452.75
11450,115,2024-12-10,51.98,10719.06,446928.78
11451,5,2025-05-30,23.93,9405.29,1034342.09
11452,129,2023-12-18,98.99,10824.18,1376377.49
11453,91,2024-05-31,174.4,10198.1,1336153.04
11454,107,2025-01-03,30.61,9666.96,679118.69
11455,75,2024-01-23,107.19,11300.33,629844.54
11456,158,2024-08-23,183.16,11289.52,1604861.39
11457,104,2025-02-05,129.18,9248.69,1346407.76
11458,90,2025-03-17,171.37,8658.73,1081871.32
11459,37,2024-01-22,35.1,9405.04,1222221.29
11460,118,2025-09-01,75.27,10166.74,1314215.3
11461,126,2025-07-12,185.45,9918.67,1978750.48
11462,94,2023-11-18,106.26,10515.87,1052442.61
11463,199,2025-01-26,83.8,9271.9,948502.37
11464,157,2025-04-16,140.59,11885.84,280166.8
11465,139,2023-11-18,159.27,8575.48,1789108.3
11466,75,2024-04-24,104.81,10819.16,1289989.41
11467,192,2024-06-06,53.33,8782.12,1888095.05
